interval_begin,interval_end,edge_id,edge_speed,edge_density,edge_laneDensity,edge_left,edge_occupancy,edge_traveltime,edge_waitingTime,edge_entered
21600.0,22200.0,7856,9.6,0.18,0.18,0,0.09,47.4,0.0,1
21600.0,22200.0,7857,,,,0,,,,0
21600.0,22200.0,7858,6.95,0.73,0.73,3,0.34,10.8,0.0,1
21600.0,22200.0,7859,17.02,1.39,1.39,14,0.68,24.79,0.0,14
21600.0,22200.0,7860,6.57,0.26,0.26,1,0.13,68.32,0.0,1
21600.0,22200.0,7861,8.26,0.02,0.02,0,0.01,10.26,0.0,1
21600.0,22200.0,7862,,,,0,,,,0
21600.0,22200.0,7863,,,,0,,,,0
21600.0,22200.0,7864,,,,0,,,,0
21600.0,22200.0,7865,8.99,0.19,0.19,1,0.09,28.88,0.0,0
21600.0,22200.0,7866,,,,0,,,,0
21600.0,22200.0,7867,,,,0,,,,0
21600.0,22200.0,7868,8.07,0.42,0.42,2,0.2,13.58,0.0,1
21600.0,22200.0,7869,,,,0,,,,0
21600.0,22200.0,7870,16.04,1.52,1.52,14,0.72,7.28,0.0,14
21600.0,22200.0,7871,7.85,0.21,0.21,1,0.1,22.81,0.0,0
21600.0,22200.0,7872,8.24,0.49,0.49,2,0.25,26.97,0.0,3
21600.0,22200.0,7873,14.01,1.81,1.81,14,0.82,4.21,0.0,14
21600.0,22200.0,78739,18.79,1.17,1.17,13,0.68,21.7,0.0,13
21600.0,22200.0,7874,,,,0,,,,0
21600.0,22200.0,78740,15.63,0.87,0.87,8,0.43,15.77,0.0,7
21600.0,22200.0,78741,14.72,1.0,1.0,7,0.49,31.0,0.0,8
21600.0,22200.0,78743,15.69,0.96,0.96,8,0.59,7.4,0.0,9
21600.0,22200.0,78745,3.25,25.99,25.99,40,13.31,49.87,849.0,55
21600.0,22200.0,78746,8.35,3.05,3.05,14,1.47,14.35,41.0,15
21600.0,22200.0,78747,10.01,1.52,1.52,8,0.75,31.33,86.0,8
21600.0,22200.0,78748,12.7,1.35,1.35,10,0.64,13.13,7.0,10
21600.0,22200.0,7875,7.7,0.22,0.22,1,0.11,26.85,0.0,0
21600.0,22200.0,78754,13.51,0.25,0.25,2,0.12,136.92,0.0,1
21600.0,22200.0,78758,10.69,0.16,0.16,1,0.08,8.21,0.0,1
21600.0,22200.0,78759,7.56,0.45,0.23,1,0.11,14.47,0.0,1
21600.0,22200.0,7876,7.03,0.48,0.48,2,0.23,23.8,0.0,1
21600.0,22200.0,78760,2.83,0.61,0.3,1,0.15,59.06,31.0,1
21600.0,22200.0,78763,5.94,12.69,6.34,40,4.17,14.72,192.0,43
21600.0,22200.0,78766,,,,0,,,,0
21600.0,22200.0,78768,7.74,0.47,0.47,0,0.42,6.39,0.0,2
21600.0,22200.0,78769,0.17,14.43,14.43,1,8.56,232.35,325.0,0
21600.0,22200.0,7877,7.19,0.23,0.23,1,0.11,11.8,0.0,0
21600.0,22200.0,78771,15.31,0.73,0.73,6,0.36,40.9,0.0,7
21600.0,22200.0,78772,16.9,0.47,0.47,4,0.2,1.54,0.0,4
21600.0,22200.0,78773,,,,0,,,,0
21600.0,22200.0,78774,15.93,1.32,1.32,12,0.62,6.31,0.0,12
21600.0,22200.0,78775,3.3,1.14,1.14,2,0.51,6.09,5.0,1
21600.0,22200.0,7878,7.03,0.25,0.25,1,0.12,10.27,0.0,1
21600.0,22200.0,78780,16.36,0.98,0.98,9,0.47,3.87,0.0,8
21600.0,22200.0,78781,1.52,8.9,8.9,6,4.32,20.06,107.0,6
21600.0,22200.0,78782,8.46,1.61,1.61,7,0.72,3.56,6.0,7
21600.0,22200.0,78786,10.53,3.05,3.05,12,0.91,0.67,0.0,11
21600.0,22200.0,78787,16.61,0.71,0.71,7,0.48,53.29,0.0,7
21600.0,22200.0,78788,7.23,3.82,3.82,8,0.9,0.69,0.0,8
21600.0,22200.0,7879,,,,0,,,,0
21600.0,22200.0,78792,16.92,1.17,1.17,11,0.61,20.65,0.0,13
21600.0,22200.0,78793,14.68,1.31,1.31,11,0.62,6.34,0.0,10
21600.0,22200.0,78794,16.82,1.94,1.94,18,1.07,46.62,1.0,21
21600.0,22200.0,78795,16.66,1.38,1.38,12,0.83,81.16,0.0,15
21600.0,22200.0,78796,6.43,11.12,11.12,11,1.72,0.29,0.0,10
21600.0,22200.0,78797,8.17,7.23,7.23,10,1.0,0.25,0.0,9
21600.0,22200.0,78798,5.78,19.29,19.29,16,2.32,0.26,0.0,16
21600.0,22200.0,78799,7.71,11.89,11.89,13,1.7,0.26,0.0,13
21600.0,22200.0,7880,,,,0,,,,0
21600.0,22200.0,78800,5.18,9.22,9.22,15,2.48,0.86,0.0,13
21600.0,22200.0,78801,5.24,0.8,0.8,2,0.34,1.55,0.0,1
21600.0,22200.0,78802,3.47,27.09,27.09,18,4.86,0.69,0.0,19
21600.0,22200.0,78803,8.04,26.31,26.31,35,4.25,0.29,0.0,35
21600.0,22200.0,78804,8.22,133.33,133.33,26,2.66,0.02,0.0,26
21600.0,22200.0,78805,7.22,10.83,5.42,35,2.17,2.24,4.0,35
21600.0,22200.0,78806,8.28,110.78,110.78,19,2.14,0.02,0.0,19
21600.0,22200.0,78807,7.26,9.1,4.55,32,2.15,3.92,0.0,33
21600.0,22200.0,78808,4.89,133.24,133.24,18,2.48,0.1,1.0,18
21600.0,22200.0,78809,2.63,266.67,133.33,19,2.75,0.38,1.0,19
21600.0,22200.0,7881,4.02,0.84,0.84,2,1.06,30.05,25.0,1
21600.0,22200.0,78810,7.61,11.39,11.39,2,0.22,0.03,0.0,2
21600.0,22200.0,78811,7.71,10.23,5.12,37,2.27,2.63,0.0,37
21600.0,22200.0,78812,7.84,4.51,4.51,13,1.38,1.01,0.0,13
21600.0,22200.0,78813,5.95,2.15,2.15,5,0.7,1.57,0.0,5
21600.0,22200.0,78814,8.33,8.76,8.76,24,2.4,0.72,0.0,24
21600.0,22200.0,78815,8.16,1.87,1.87,5,0.51,0.74,0.0,5
21600.0,22200.0,78816,8.44,2.67,2.67,7,0.69,0.63,0.0,7
21600.0,22200.0,78817,7.8,3.25,3.25,8,0.86,0.74,0.0,8
21600.0,22200.0,78818,7.83,3.79,3.79,10,1.02,0.74,0.0,9
21600.0,22200.0,78819,8.56,13.27,13.27,37,3.59,0.69,0.0,36
21600.0,22200.0,7882,,,,0,,,,0
21600.0,22200.0,78820,8.11,133.33,133.33,30,3.08,0.02,0.0,30
21600.0,22200.0,78821,6.94,14.22,7.11,35,2.17,1.07,1.0,35
21600.0,22200.0,78822,7.93,63.18,63.18,11,1.16,0.02,0.0,11
21600.0,22200.0,78823,7.97,4.37,2.18,16,0.83,2.05,0.0,16
21600.0,22200.0,78824,7.47,52.18,52.18,9,1.0,0.03,0.0,9
21600.0,22200.0,78825,7.01,6.77,3.39,17,0.99,1.02,0.0,16
21600.0,22200.0,78826,7.18,36.21,36.21,6,0.7,0.03,0.0,6
21600.0,22200.0,78827,7.78,13.15,6.58,42,2.29,1.44,2.0,43
21600.0,22200.0,78829,21.87,0.46,0.23,6,0.16,24.85,0.0,3
21600.0,22200.0,7883,14.3,0.94,0.94,8,0.46,19.22,5.0,6
21600.0,22200.0,78833,0.45,187.62,93.81,2,1.87,12.05,17.0,1
21600.0,22200.0,78834,8.32,0.27,0.14,1,0.05,1.79,0.0,1
21600.0,22200.0,78836,16.53,0.21,0.1,0,0.05,9.94,0.0,2
21600.0,22200.0,7884,,,,0,,,,0
21600.0,22200.0,7885,7.24,0.7,0.7,3,0.33,14.52,0.0,1
21600.0,22200.0,7886,5.76,7.52,7.52,1,0.14,0.04,0.0,1
21600.0,22200.0,7887,5.89,0.28,0.28,1,0.13,12.05,0.0,0
21600.0,22200.0,7888,,,,0,,,,0
21600.0,22200.0,7889,,,,0,,,,0
21600.0,22200.0,7890,,,,0,,,,0
21600.0,22200.0,7891,6.89,0.5,0.5,2,0.23,11.4,0.0,1
21600.0,22200.0,7892,7.61,0.22,0.22,1,0.1,9.62,0.0,0
21600.0,22200.0,7893,6.27,6.91,6.91,1,0.13,0.03,0.0,1
21600.0,22200.0,7894,,,,0,,,,0
21600.0,22200.0,7895,,,,0,,,,0
21600.0,22200.0,7896,16.66,1.02,1.02,10,0.5,13.48,0.0,10
21600.0,22200.0,7897,,,,0,,,,0
21600.0,22200.0,7898,7.67,1.34,1.34,6,0.65,21.52,0.0,6
21600.0,22200.0,7899,14.21,0.74,0.74,6,0.35,7.11,0.0,6
21600.0,22200.0,79,19.55,2.7,1.35,30,0.78,13.15,0.0,32
21600.0,22200.0,7900,7.12,0.25,0.25,1,0.12,14.56,0.0,1
21600.0,22200.0,7901,,,,0,,,,0
21600.0,22200.0,7902,7.11,0.23,0.23,1,0.12,29.28,0.0,0
21600.0,22200.0,7903,7.38,0.72,0.72,3,0.34,9.76,0.0,3
21600.0,22200.0,7904,7.15,0.48,0.48,2,0.23,13.14,0.0,1
21600.0,22200.0,7905,10.06,0.17,0.17,1,0.08,82.57,0.0,0
21600.0,22200.0,7906,7.86,0.16,0.16,0,0.08,73.17,0.0,1
21600.0,22200.0,7907,7.52,0.93,0.93,3,0.43,10.89,0.0,3
21600.0,22200.0,7908,,,,0,,,,0
21600.0,22200.0,7909,7.17,0.7,0.7,3,0.34,22.12,0.0,1
21600.0,22200.0,7910,,,,0,,,,0
21600.0,22200.0,7911,7.01,0.67,0.67,2,0.31,8.7,0.0,2
21600.0,22200.0,7912,6.9,0.24,0.24,1,0.12,26.68,0.0,0
21600.0,22200.0,7913,6.81,0.24,0.24,1,0.12,91.95,0.0,0
21600.0,22200.0,7914,7.3,0.23,0.23,1,0.11,12.76,0.0,0
21600.0,22200.0,7915,16.68,1.03,1.03,10,0.5,10.71,0.0,10
21600.0,22200.0,7916,,,,0,,,,0
21600.0,22200.0,7917,9.32,0.18,0.18,0,0.09,37.01,0.0,1
21600.0,22200.0,7918,16.9,0.2,0.2,2,0.12,42.65,0.0,1
21600.0,22200.0,7919,13.39,0.64,0.64,5,0.3,14.35,0.0,4
21600.0,22200.0,7920,,,,0,,,,0
21600.0,22200.0,7921,,,,0,,,,0
21600.0,22200.0,7922,,,,0,,,,0
21600.0,22200.0,7923,16.84,0.91,0.91,9,0.45,11.85,0.0,9
21600.0,22200.0,7924,12.57,0.55,0.55,3,0.28,8.86,0.0,4
21600.0,22200.0,7925,7.81,0.21,0.21,1,0.1,21.24,0.0,0
21600.0,22200.0,7926,15.56,1.3,1.3,12,0.64,32.26,53.0,12
21600.0,22200.0,7927,13.62,14.73,14.73,4,0.27,0.01,0.0,4
21600.0,22200.0,7928,7.93,0.09,0.09,0,0.04,87.44,0.0,0
21600.0,22200.0,7929,,,,0,,,,0
21600.0,22200.0,7930,,,,0,,,,0
21600.0,22200.0,7931,7.76,0.18,0.18,0,0.09,100.37,0.0,0
21600.0,22200.0,7932,,,,0,,,,0
21600.0,22200.0,7933,4.99,0.67,0.67,2,0.3,9.89,0.0,0
21600.0,22200.0,7934,16.52,0.3,0.3,2,0.15,23.54,0.0,2
21600.0,22200.0,7935,,,,0,,,,0
21600.0,22200.0,7936,,,,0,,,,0
21600.0,22200.0,7937,,,,0,,,,0
21600.0,22200.0,7938,,,,0,,,,0
21600.0,22200.0,7939,7.6,1.81,1.81,8,0.9,17.45,0.0,7
21600.0,22200.0,7940,,,,0,,,,0
21600.0,22200.0,7941,,,,0,,,,0
21600.0,22200.0,7942,,,,0,,,,0
21600.0,22200.0,7943,8.08,0.24,0.24,0,0.12,52.89,0.0,1
21600.0,22200.0,7944,6.58,0.25,0.25,1,0.11,9.9,0.0,0
21600.0,22200.0,7945,7.31,0.24,0.24,1,0.11,11.4,0.0,1
21600.0,22200.0,7946,7.53,1.34,1.34,6,0.66,45.68,0.0,4
21600.0,22200.0,7947,8.39,0.2,0.2,1,0.1,19.12,0.0,0
21600.0,22200.0,7948,,,,0,,,,0
21600.0,22200.0,7949,20.47,0.74,0.74,9,0.37,26.09,0.0,9
21600.0,22200.0,7950,7.27,0.24,0.24,1,0.11,16.53,0.0,1
21600.0,22200.0,7951,7.13,0.34,0.34,1,0.16,13.56,0.0,1
21600.0,22200.0,7952,8.31,0.6,0.6,3,0.34,17.11,0.0,0
21600.0,22200.0,7953,8.53,0.2,0.2,1,0.1,15.41,0.0,1
21600.0,22200.0,7954,5.2,0.76,0.76,2,0.29,2.44,0.0,1
21600.0,22200.0,7955,8.64,0.39,0.39,2,0.19,25.51,0.0,2
21600.0,22200.0,7956,,,,0,,,,0
21600.0,22200.0,7957,7.7,0.68,0.68,3,0.32,10.31,0.0,2
21600.0,22200.0,7958,,,,0,,,,0
21600.0,22200.0,7959,7.31,0.23,0.23,1,0.11,17.43,0.0,0
21600.0,22200.0,7960,7.84,0.21,0.21,1,0.1,17.67,0.0,0
21600.0,22200.0,7961,8.17,0.63,0.63,3,0.31,17.29,0.0,3
21600.0,22200.0,7962,13.99,0.37,0.37,3,0.2,10.98,0.0,3
21600.0,22200.0,7963,,,,0,,,,0
21600.0,22200.0,7964,8.44,0.21,0.21,1,0.1,7.09,0.0,1
21600.0,22200.0,7965,,,,0,,,,0
21600.0,22200.0,7966,,,,0,,,,0
21600.0,22200.0,7967,7.21,0.53,0.53,2,0.23,4.63,0.0,2
21600.0,22200.0,7968,,,,0,,,,0
21600.0,22200.0,7969,,,,0,,,,0
21600.0,22200.0,7970,7.39,0.54,0.54,2,0.23,3.58,0.0,2
21600.0,22200.0,7971,8.83,0.2,0.2,1,0.09,7.29,0.0,1
21600.0,22200.0,7972,8.03,0.21,0.21,1,0.1,44.15,0.0,0
21600.0,22200.0,7973,,,,0,,,,0
21600.0,22200.0,7974,,,,0,,,,0
21600.0,22200.0,7975,6.8,0.25,0.25,1,0.12,25.92,0.0,1
21600.0,22200.0,7976,,,,0,,,,0
21600.0,22200.0,7977,,,,0,,,,0
21600.0,22200.0,7978,7.65,0.47,0.47,2,0.22,8.02,0.0,2
21600.0,22200.0,7979,8.46,0.4,0.4,2,0.19,26.76,0.0,1
21600.0,22200.0,7980,,,,0,,,,0
21600.0,22200.0,7981,8.43,0.21,0.21,1,0.1,14.55,0.0,1
21600.0,22200.0,7982,7.23,0.49,0.49,2,0.22,10.14,0.0,2
21600.0,22200.0,7983,8.01,0.74,0.74,2,0.36,16.37,0.0,4
21600.0,22200.0,7984,,,,0,,,,0
21600.0,22200.0,7985,7.6,0.45,0.45,2,0.22,19.23,0.0,1
21600.0,22200.0,7986,13.49,0.39,0.39,3,0.21,10.54,0.0,3
21600.0,22200.0,7987,7.08,0.25,0.25,1,0.12,15.54,0.0,1
21600.0,22200.0,7988,,,,0,,,,0
21600.0,22200.0,7989,,,,0,,,,0
21600.0,22200.0,7990,,,,0,,,,0
21600.0,22200.0,7991,8.1,1.26,1.26,5,0.53,2.2,0.0,4
21600.0,22200.0,7992,,,,0,,,,0
21600.0,22200.0,7993,7.82,1.31,1.31,6,0.64,23.43,1.0,6
21600.0,22200.0,7994,8.21,0.27,0.27,1,0.13,22.11,0.0,1
21600.0,22200.0,7995,17.17,0.39,0.39,4,0.19,37.54,0.0,4
21600.0,22200.0,7996,,,,0,,,,0
21600.0,22200.0,7997,8.24,0.2,0.2,1,0.1,15.07,0.0,0
21600.0,22200.0,7998,,,,0,,,,0
21600.0,22200.0,7999,,,,0,,,,0
21600.0,22200.0,8,26.88,2.68,0.67,40,0.34,3.68,0.0,42
21600.0,22200.0,80,24.18,0.84,0.84,12,0.65,20.45,0.0,12
21600.0,22200.0,8000,7.67,0.27,0.27,1,0.13,52.78,0.0,2
21600.0,22200.0,8001,,,,0,,,,0
21600.0,22200.0,8002,,,,0,,,,0
21600.0,22200.0,8003,,,,0,,,,0
21600.0,22200.0,8004,,,,0,,,,0
21600.0,22200.0,8005,,,,0,,,,0
21600.0,22200.0,8006,,,,0,,,,0
21600.0,22200.0,8007,6.61,0.52,0.52,2,0.25,13.43,2.0,1
21600.0,22200.0,8008,6.51,0.26,0.26,1,0.12,11.09,0.0,0
21600.0,22200.0,8009,7.39,0.07,0.07,0,0.04,16.08,0.0,0
21600.0,22200.0,8010,14.91,0.91,0.91,8,0.44,22.36,0.0,7
21600.0,22200.0,8011,,,,0,,,,0
21600.0,22200.0,8012,8.58,0.19,0.19,1,0.1,37.37,0.0,0
21600.0,22200.0,8013,8.42,0.4,0.4,1,0.19,20.79,0.0,1
21600.0,22200.0,8014,,,,0,,,,0
21600.0,22200.0,8015,,,,0,,,,0
21600.0,22200.0,8016,,,,0,,,,0
21600.0,22200.0,8017,8.18,0.43,0.43,2,0.2,9.02,0.0,2
21600.0,22200.0,8018,6.95,0.5,0.5,2,0.23,10.2,0.0,1
21600.0,22200.0,8019,9.52,0.18,0.18,1,0.09,49.95,0.0,0
21600.0,22200.0,8020,6.42,0.26,0.26,1,0.13,37.84,5.0,0
21600.0,22200.0,8021,20.47,0.58,0.58,7,0.28,12.09,0.0,7
21600.0,22200.0,8022,,,,0,,,,0
21600.0,22200.0,8023,9.12,0.19,0.19,1,0.09,8.31,0.0,1
21600.0,22200.0,8024,,,,0,,,,0
21600.0,22200.0,8025,7.51,0.23,0.23,1,0.11,13.89,0.0,1
21600.0,22200.0,8026,,,,0,,,,0
21600.0,22200.0,8027,,,,0,,,,0
21600.0,22200.0,8028,8.93,0.19,0.19,1,0.09,10.73,0.0,0
21600.0,22200.0,8029,9.88,0.17,0.17,1,0.08,26.53,0.0,1
21600.0,22200.0,8030,7.35,0.23,0.23,1,0.11,32.39,0.0,1
21600.0,22200.0,8031,,,,0,,,,0
21600.0,22200.0,8032,8.18,0.43,0.43,2,0.2,11.56,0.0,2
21600.0,22200.0,8033,,,,0,,,,0
21600.0,22200.0,8034,9.16,0.18,0.18,1,0.09,12.79,0.0,0
21600.0,22200.0,8035,,,,0,,,,0
21600.0,22200.0,8036,,,,0,,,,0
21600.0,22200.0,8037,8.2,0.21,0.21,1,0.1,18.9,0.0,1
21600.0,22200.0,8038,7.89,0.21,0.21,1,0.1,19.68,0.0,0
21600.0,22200.0,8039,,,,0,,,,0
21600.0,22200.0,8040,,,,0,,,,0
21600.0,22200.0,8041,,,,0,,,,0
21600.0,22200.0,8042,,,,0,,,,0
21600.0,22200.0,8043,6.58,0.25,0.25,1,0.12,12.13,0.0,0
21600.0,22200.0,8044,6.58,0.54,0.54,2,0.24,4.97,0.0,1
21600.0,22200.0,8045,,,,0,,,,0
21600.0,22200.0,8046,11.96,1.56,1.56,11,0.76,24.58,43.0,10
21600.0,22200.0,8047,,,,0,,,,0
21600.0,22200.0,8048,6.78,0.26,0.26,1,0.12,11.57,0.0,1
21600.0,22200.0,8049,,,,0,,,,0
21600.0,22200.0,8050,,,,0,,,,0
21600.0,22200.0,8051,8.98,0.19,0.19,1,0.09,46.96,0.0,0
21600.0,22200.0,8052,17.19,0.39,0.39,4,0.19,38.93,0.0,4
21600.0,22200.0,8053,15.97,0.85,0.85,8,0.42,14.3,0.0,8
21600.0,22200.0,8054,,,,0,,,,0
21600.0,22200.0,8055,,,,0,,,,0
21600.0,22200.0,8056,,,,0,,,,0
21600.0,22200.0,8057,6.77,1.02,1.02,3,0.45,5.57,0.0,4
21600.0,22200.0,8058,8.33,0.21,0.21,1,0.1,13.66,0.0,1
21600.0,22200.0,8059,,,,0,,,,0
21600.0,22200.0,8060,15.98,0.64,0.64,6,0.31,14.12,0.0,6
21600.0,22200.0,8061,,,,0,,,,0
21600.0,22200.0,8062,7.55,0.44,0.44,2,0.21,6.93,0.0,0
21600.0,22200.0,8063,7.53,0.46,0.46,2,0.22,10.19,0.0,1
21600.0,22200.0,8064,,,,0,,,,0
21600.0,22200.0,8065,6.47,0.54,0.54,2,0.24,9.15,0.0,1
21600.0,22200.0,8066,,,,0,,,,0
21600.0,22200.0,8067,,,,0,,,,0
21600.0,22200.0,8068,,,,0,,,,0
21600.0,22200.0,8069,,,,0,,,,0
21600.0,22200.0,8070,7.61,0.22,0.22,1,0.11,20.28,0.0,0
21600.0,22200.0,8071,,,,0,,,,0
21600.0,22200.0,8072,,,,0,,,,0
21600.0,22200.0,8073,,,,0,,,,0
21600.0,22200.0,8074,,,,0,,,,0
21600.0,22200.0,8075,,,,0,,,,0
21600.0,22200.0,8076,,,,0,,,,0
21600.0,22200.0,8077,,,,0,,,,0
21600.0,22200.0,8078,,,,0,,,,0
21600.0,22200.0,8079,,,,0,,,,0
21600.0,22200.0,8080,,,,0,,,,0
21600.0,22200.0,8081,,,,0,,,,0
21600.0,22200.0,8082,5.82,0.57,0.57,2,0.24,5.33,0.0,0
21600.0,22200.0,8083,7.53,0.24,0.24,1,0.11,7.21,0.0,1
21600.0,22200.0,8084,7.03,0.24,0.24,1,0.12,19.0,0.0,0
21600.0,22200.0,8085,,,,0,,,,0
21600.0,22200.0,8086,7.54,0.24,0.24,1,0.11,8.95,0.0,1
21600.0,22200.0,8087,7.39,0.24,0.24,0,0.11,10.64,0.0,1
21600.0,22200.0,8088,7.75,0.23,0.23,1,0.11,13.46,0.0,1
21600.0,22200.0,8089,,,,0,,,,0
21600.0,22200.0,8090,7.85,1.13,1.13,5,0.53,10.71,0.0,5
21600.0,22200.0,8091,,,,0,,,,0
21600.0,22200.0,8092,7.76,0.22,0.22,1,0.11,25.86,0.0,1
21600.0,22200.0,8093,7.65,0.23,0.23,1,0.11,11.01,0.0,1
21600.0,22200.0,8094,7.51,0.23,0.23,1,0.11,14.0,0.0,1
21600.0,22200.0,8095,7.62,0.66,0.66,3,0.32,18.58,0.0,1
21600.0,22200.0,8096,7.57,0.48,0.48,2,0.45,14.54,0.0,2
21600.0,22200.0,8097,,,,0,,,,0
21600.0,22200.0,8098,7.09,0.51,0.51,2,0.23,7.74,0.0,2
21600.0,22200.0,8099,,,,0,,,,0
21600.0,22200.0,81,31.26,0.92,0.46,17,0.23,9.97,0.0,17
21600.0,22200.0,8100,,,,0,,,,0
21600.0,22200.0,8101,,,,0,,,,0
21600.0,22200.0,8102,7.01,0.24,0.24,1,0.11,15.2,0.0,0
21600.0,22200.0,8103,7.36,1.03,1.03,2,0.45,4.56,0.0,4
21600.0,22200.0,8104,,,,0,,,,0
21600.0,22200.0,8105,,,,0,,,,0
21600.0,22200.0,8106,7.35,0.97,0.97,4,0.45,9.74,0.0,4
21600.0,22200.0,8107,,,,0,,,,0
21600.0,22200.0,8108,9.22,0.18,0.18,0,0.09,12.8,0.0,1
21600.0,22200.0,8109,,,,0,,,,0
21600.0,22200.0,8110,8.17,0.2,0.2,1,0.1,13.88,0.0,0
21600.0,22200.0,8111,6.97,2.34,2.34,9,1.07,7.71,4.0,9
21600.0,22200.0,8112,,,,0,,,,0
21600.0,22200.0,8113,7.84,0.21,0.21,1,0.1,14.9,0.0,0
21600.0,22200.0,8114,7.9,2.06,2.06,9,0.95,7.44,0.0,9
21600.0,22200.0,8115,,,,0,,,,0
21600.0,22200.0,8116,6.22,0.27,0.27,1,0.12,10.91,0.0,0
21600.0,22200.0,8117,,,,0,,,,0
21600.0,22200.0,8118,8.03,1.97,1.97,8,0.93,11.22,0.0,9
21600.0,22200.0,8119,,,,0,,,,0
21600.0,22200.0,8120,,,,0,,,,0
21600.0,22200.0,8121,,,,0,,,,0
21600.0,22200.0,8122,,,,0,,,,0
21600.0,22200.0,8123,8.23,1.28,1.28,6,0.61,11.21,0.0,6
21600.0,22200.0,8124,8.88,0.19,0.19,1,0.09,16.09,0.0,1
21600.0,22200.0,8125,7.6,0.23,0.23,1,0.11,15.35,0.0,1
21600.0,22200.0,8126,7.22,0.46,0.46,2,0.22,9.79,0.0,0
21600.0,22200.0,8127,8.26,0.21,0.21,1,0.1,9.03,0.0,1
21600.0,22200.0,8128,7.99,1.1,1.1,5,0.52,11.55,0.0,5
21600.0,22200.0,8129,6.53,0.25,0.25,1,0.12,10.61,0.0,0
21600.0,22200.0,8130,7.79,0.21,0.21,1,0.1,16.78,0.0,0
21600.0,22200.0,8131,,,,0,,,,0
21600.0,22200.0,8132,7.5,1.85,1.85,8,0.92,16.83,4.0,8
21600.0,22200.0,8133,,,,0,,,,0
21600.0,22200.0,8134,9.16,0.19,0.19,0,0.09,17.36,0.0,1
21600.0,22200.0,8135,8.1,1.52,1.52,7,0.76,11.19,0.0,7
21600.0,22200.0,8136,,,,0,,,,0
21600.0,22200.0,8137,,,,0,,,,0
21600.0,22200.0,8138,7.92,3.06,3.06,14,1.46,16.04,0.0,14
21600.0,22200.0,8139,6.89,0.24,0.24,1,0.15,7.93,0.0,0
21600.0,22200.0,8140,8.22,1.28,1.28,6,0.65,11.62,0.0,6
21600.0,22200.0,8141,7.39,0.58,0.58,2,0.27,10.31,0.0,2
21600.0,22200.0,8142,,,,0,,,,0
21600.0,22200.0,8143,7.8,2.48,2.48,11,1.17,11.48,0.0,11
21600.0,22200.0,8144,9.12,0.19,0.19,1,0.09,17.34,0.0,1
21600.0,22200.0,8145,8.32,1.06,1.06,5,0.5,10.34,0.0,5
21600.0,22200.0,8146,7.33,1.39,1.39,5,0.57,3.1,0.0,5
21600.0,22200.0,8147,8.53,0.62,0.62,3,0.29,9.89,0.0,3
21600.0,22200.0,8148,7.72,2.05,2.05,9,0.97,11.53,0.0,9
21600.0,22200.0,8149,7.71,1.15,1.15,5,0.53,8.34,0.0,4
21600.0,22200.0,8150,,,,0,,,,0
21600.0,22200.0,8151,,,,0,,,,0
21600.0,22200.0,8152,7.95,0.22,0.22,1,0.1,9.52,0.0,1
21600.0,22200.0,8153,7.79,2.18,2.18,9,1.02,9.8,0.0,10
21600.0,22200.0,8154,,,,0,,,,0
21600.0,22200.0,8155,8.2,0.65,0.65,3,0.3,9.83,0.0,3
21600.0,22200.0,8156,8.91,0.19,0.19,1,0.09,14.55,0.0,1
21600.0,22200.0,8157,7.38,1.19,1.19,5,0.56,12.46,0.0,5
21600.0,22200.0,8158,,,,0,,,,0
21600.0,22200.0,8159,,,,0,,,,0
21600.0,22200.0,8160,5.77,1.69,1.69,3,0.43,0.97,0.0,3
21600.0,22200.0,8161,7.65,0.22,0.22,1,0.1,5.87,0.0,0
21600.0,22200.0,8162,3.43,24.8,24.8,2,0.48,0.06,0.0,1
21600.0,22200.0,8163,7.87,1.76,1.76,7,0.83,11.05,0.0,8
21600.0,22200.0,8164,,,,0,,,,0
21600.0,22200.0,8165,8.69,0.19,0.19,1,0.09,16.85,0.0,0
21600.0,22200.0,8166,7.87,0.21,0.21,1,0.1,9.26,0.0,0
21600.0,22200.0,8167,8.38,0.63,0.63,3,0.3,9.8,0.0,3
21600.0,22200.0,8168,,,,0,,,,0
21600.0,22200.0,8169,,,,0,,,,0
21600.0,22200.0,8170,6.82,0.49,0.49,2,0.24,10.11,0.0,0
21600.0,22200.0,8171,8.0,0.22,0.22,1,0.1,11.72,0.0,1
21600.0,22200.0,8172,,,,0,,,,0
21600.0,22200.0,8173,,,,0,,,,0
21600.0,22200.0,8174,7.81,1.59,1.59,7,0.75,10.28,0.0,7
21600.0,22200.0,8175,,,,0,,,,0
21600.0,22200.0,8176,,,,0,,,,0
21600.0,22200.0,8177,7.7,0.24,0.24,1,0.11,6.61,0.0,1
21600.0,22200.0,8178,,,,0,,,,0
21600.0,22200.0,8179,7.9,0.22,0.22,1,0.1,9.64,0.0,1
21600.0,22200.0,8180,8.44,0.2,0.2,1,0.1,13.01,0.0,0
21600.0,22200.0,8181,8.61,0.19,0.19,1,0.1,44.01,0.0,0
21600.0,22200.0,8182,,,,0,,,,0
21600.0,22200.0,8183,,,,0,,,,0
21600.0,22200.0,8184,,,,0,,,,0
21600.0,22200.0,8185,,,,0,,,,0
21600.0,22200.0,8186,13.74,0.53,0.53,4,0.24,3.89,0.0,4
21600.0,22200.0,8187,,,,0,,,,0
